accounts,history_credit,object_credit,savings,employment_old,effort_rate,family_status,guarantees,home_old,property,other_credits,home_status,nb_credits,job_type,nb_of_dependants,telephone,age,duration_credit,amount_credit,presence_unpaid
CC < 0 euros,A32,Video-HIFI,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,2,Property,No external credit,owner,1,A172,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC [0-200 euros],A32,Interior,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,1,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",1
CC [0-200 euros],A34,Used car,< 500 euros,Unemployed or < 1 year,4,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,2,A174,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A34,New car,< 500 euros,between 1 and 4 years,3,Female divorced/separated/married,Without guarantor,2,Property,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",1
CC [0-200 euros],A32,New car,No savings,for at least 4 years,1,Female divorced/separated/married,Without guarantor,2,Non-property,No external credit,owner,1,A173,1,A191,"[0.0, 25.0)","[36.0, inf)","[4000.0, inf)",0
CC < 0 euros,A33,Studies,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,3,Not real estate,External credits,owner,1,A173,1,A192,"[25.0, inf)","[36.0, inf)","[4000.0, inf)",1
No account,A32,Interior,< 500 euros,Unemployed or < 1 year,2,Male single/married/widowed,Without guarantor,3,Not real estate,External credits,owner,2,A172,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
No account,A32,Interior,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,4,No property,External credits,Not owner,2,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
No account,A32,Video-HIFI,< 500 euros,for at least 4 years,2,Female divorced/separated/married,Without guarantor,4,Property,No external credit,owner,1,A173,1,A192,"[0.0, 25.0)","[36.0, inf)","[4000.0, inf)",0
No account,A34,Video-HIFI,No savings,for at least 4 years,4,Female divorced/separated/married,Without guarantor,2,Property,No external credit,owner,2,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A33,Used car,> 500 euros,between 1 and 4 years,2,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",0
CC [0-200 euros],A32,Video-HIFI,> 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,3,Property,No external credit,owner,1,A172,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",1
CC [0-200 euros],A34,Video-HIFI,No savings,for at least 4 years,4,Male single/married/widowed,With guarantor,2,Property,External credits,owner,3,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
CC > 200 euros,A32,Video-HIFI,< 500 euros,between 1 and 4 years,2,Female divorced/separated/married,Without guarantor,2,Non-property,No external credit,Not owner,1,A172,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC > 200 euros,A32,New car,> 500 euros,Unemployed or < 1 year,2,Male single/married/widowed,Without guarantor,2,Property,No external credit,owner,1,A171,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC [0-200 euros],A32,Video-HIFI,< 500 euros,Unemployed or < 1 year,4,Female divorced/separated/married,Without guarantor,1,No property,No external credit,owner,1,A174,1,A192,"[25.0, inf)","[36.0, inf)","[4000.0, inf)",0
CC < 0 euros,A32,Video-HIFI,< 500 euros,between 1 and 4 years,3,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,1,A174,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
CC < 0 euros,A32,Interior,< 500 euros,between 1 and 4 years,2,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,1,A173,1,A191,"[0.0, 25.0)","[15.0, 36.0)","[0.0, 4000.0)",1
No account,A34,Interior,< 500 euros,Unemployed or < 1 year,4,Female divorced/separated/married,Without guarantor,4,Not real estate,No external credit,owner,1,A173,1,A192,"[0.0, 25.0)","[15.0, 36.0)","[0.0, 4000.0)",0
CC [0-200 euros],A31,Business,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,1,A173,1,A191,"[25.0, inf)","[36.0, inf)","[0.0, 4000.0)",0
CC < 0 euros,A34,New car,< 500 euros,for at least 4 years,1,Female divorced/separated/married,Without guarantor,4,No property,No external credit,owner,2,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A34,New car,< 500 euros,for at least 4 years,4,Female divorced/separated/married,Without guarantor,3,Non-property,No external credit,owner,2,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A34,Interior,< 500 euros,between 1 and 4 years,3,Male single/married/widowed,With guarantor,2,Not real estate,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[36.0, inf)","[4000.0, inf)",0
No account,A34,Video-HIFI,> 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,Non-property,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
No account,A32,Video-HIFI,< 500 euros,for at least 4 years,2,Male single/married/widowed,Without guarantor,4,No property,External credits,Not owner,1,A173,2,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A32,Video-HIFI,< 500 euros,between 1 and 4 years,1,Male single/married/widowed,Without guarantor,4,Not real estate,No external credit,owner,1,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC > 200 euros,A32,Video-HIFI,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,1,Non-property,No external credit,owner,1,A173,1,A191,"[0.0, 25.0)","[36.0, inf)","[4000.0, inf)",0
CC [0-200 euros],A34,Used car,> 500 euros,for at least 4 years,2,Female divorced/separated/married,Without guarantor,4,No property,No external credit,Not owner,1,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",0
CC [0-200 euros],A33,Business,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,Non-property,No external credit,Not owner,1,A174,1,A192,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",0
CC < 0 euros,A32,Interior,< 500 euros,between 1 and 4 years,2,Female divorced/separated/married,Without guarantor,4,Non-property,No external credit,Not owner,1,A173,1,A191,"[0.0, 25.0)","[0.0, 15.0)","[0.0, 4000.0)",1
CC < 0 euros,A34,Interior,< 500 euros,for at least 4 years,3,Male single/married/widowed,With guarantor,4,Property,No external credit,owner,2,A173,2,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A31,Education,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,1,Non-property,External credits,owner,1,A172,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC [0-200 euros],A32,New car,< 500 euros,for at least 4 years,2,Male single/married/widowed,Without guarantor,3,Non-property,External credits,owner,2,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
No account,A34,Video-HIFI,No savings,between 1 and 4 years,1,Male single/married/widowed,Without guarantor,2,Property,No external credit,owner,2,A172,2,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A34,Video-HIFI,< 500 euros,for at least 4 years,3,Male single/married/widowed,Without guarantor,4,Property,No external credit,owner,1,A173,2,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
No account,A34,New car,< 500 euros,Unemployed or < 1 year,4,Female divorced/separated/married,Without guarantor,1,Not real estate,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
No account,A32,Interior,> 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,3,Not real estate,No external credit,owner,2,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
CC [0-200 euros],A32,New car,< 500 euros,Unemployed or < 1 year,2,Male single/married/widowed,Without guarantor,4,No property,External credits,Not owner,1,A174,1,A192,"[25.0, inf)","[0.0, 15.0)","[4000.0, inf)",0
No account,A32,New car,> 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,Not real estate,No external credit,owner,1,A173,1,A191,"[25.0, inf)","[36.0, inf)","[0.0, 4000.0)",0
No account,A32,Interior,> 500 euros,between 1 and 4 years,1,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,1,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A32,Interior,< 500 euros,Unemployed or < 1 year,4,Female divorced/separated/married,Without guarantor,2,Non-property,No external credit,owner,1,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",1
CC [0-200 euros],A32,Interior,> 500 euros,Unemployed or < 1 year,4,Female divorced/separated/married,Without guarantor,1,Property,No external credit,owner,1,A173,1,A191,"[0.0, 25.0)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A32,Interior,< 500 euros,for at least 4 years,2,Female divorced/separated/married,Without guarantor,4,Not real estate,No external credit,Not owner,1,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
CC [0-200 euros],A34,Business,< 500 euros,for at least 4 years,4,Male divorced/separated,Without guarantor,4,Property,No external credit,owner,2,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",1
CC < 0 euros,A30,New car,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,3,Non-property,No external credit,Not owner,2,A173,2,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",1
No account,A32,Interior,< 500 euros,between 1 and 4 years,4,Female divorced/separated/married,Without guarantor,1,Property,No external credit,owner,1,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC [0-200 euros],A33,Interior,< 500 euros,Unemployed or < 1 year,3,Female divorced/separated/married,Without guarantor,2,Not real estate,No external credit,owner,1,A174,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",1
CC [0-200 euros],A32,Video-HIFI,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,With guarantor,2,Property,No external credit,owner,1,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A33,Studies,< 500 euros,Unemployed or < 1 year,2,Male single/married/widowed,Without guarantor,1,Not real estate,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",1
No account,A31,Used car,No savings,Unemployed or < 1 year,4,Female divorced/separated/married,Without guarantor,1,Property,External credits,owner,1,A174,1,A192,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",1
CC < 0 euros,A32,Interior,< 500 euros,between 1 and 4 years,2,Male divorced/separated,Without guarantor,1,Non-property,No external credit,owner,1,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A34,Video-HIFI,> 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,Non-property,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A32,Video-HIFI,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,Not owner,2,A174,2,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A34,New car,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,Property,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
No account,A33,Business,< 500 euros,Unemployed or < 1 year,1,Male divorced/separated,Without guarantor,1,Non-property,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[36.0, inf)","[4000.0, inf)",1
CC [0-200 euros],A33,Business,< 500 euros,between 1 and 4 years,2,Male divorced/separated,Without guarantor,2,Property,External credits,owner,2,A174,1,A192,"[25.0, inf)","[36.0, inf)","[4000.0, inf)",1
CC < 0 euros,A31,New car,No savings,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,2,Not real estate,No external credit,owner,2,A172,2,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",1
No account,A34,Interior,> 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,4,Property,No external credit,owner,1,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
CC [0-200 euros],A34,New car,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,Non-property,External credits,owner,1,A173,2,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",1
No account,A34,Video-HIFI,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,2,Not real estate,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
CC [0-200 euros],A31,Used car,< 500 euros,for at least 4 years,2,Female divorced/separated/married,Without guarantor,4,No property,External credits,Not owner,1,A174,2,A192,"[25.0, inf)","[0.0, 15.0)","[4000.0, inf)",1
CC [0-200 euros],A34,New car,< 500 euros,Unemployed or < 1 year,2,Male single/married/widowed,Without guarantor,3,Non-property,No external credit,Not owner,3,A171,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
CC < 0 euros,A32,Video-HIFI,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,1,Not real estate,No external credit,owner,1,A173,1,A191,"[0.0, 25.0)","[0.0, 15.0)","[0.0, 4000.0)",1
CC [0-200 euros],A30,Interior,< 500 euros,between 1 and 4 years,1,Female divorced/separated/married,Without guarantor,4,Non-property,External credits,owner,2,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
No account,A32,Business,> 500 euros,between 1 and 4 years,2,Male single/married/widowed,Without guarantor,3,Not real estate,No external credit,owner,3,A174,1,A192,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",1
CC [0-200 euros],A30,Business,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,No property,No external credit,Not owner,1,A172,2,A191,"[25.0, inf)","[36.0, inf)","[0.0, 4000.0)",1
CC [0-200 euros],A32,Business,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,1,A173,2,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",1
No account,A32,Video-HIFI,< 500 euros,for at least 4 years,2,Male single/married/widowed,Without guarantor,2,Property,No external credit,Not owner,1,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC [0-200 euros],A32,Video-HIFI,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,With guarantor,4,Not real estate,No external credit,Not owner,1,A173,1,A191,"[0.0, 25.0)","[36.0, inf)","[0.0, 4000.0)",1
CC [0-200 euros],A34,Studies,< 500 euros,for at least 4 years,2,Female divorced/separated/married,Without guarantor,3,Non-property,No external credit,owner,2,A174,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",1
No account,A34,Video-HIFI,< 500 euros,between 1 and 4 years,1,Female divorced/separated/married,Without guarantor,1,Non-property,No external credit,owner,2,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC [0-200 euros],A32,Interior,< 500 euros,Unemployed or < 1 year,4,Female divorced/separated/married,Without guarantor,4,Non-property,External credits,Not owner,4,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",1
CC [0-200 euros],A32,Used car,No savings,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,No property,External credits,Not owner,1,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[0.0, 4000.0)",0
CC [0-200 euros],A33,Interior,< 500 euros,for at least 4 years,4,Male divorced/separated,Without guarantor,3,No property,No external credit,owner,1,A174,1,A192,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",1
No account,A34,Studies,> 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,2,Non-property,No external credit,owner,2,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A32,New car,< 500 euros,between 1 and 4 years,4,Male single/married/widowed,Without guarantor,3,Property,No external credit,owner,1,A172,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A33,Business,< 500 euros,for at least 4 years,3,Male single/married/widowed,Without guarantor,4,Non-property,No external credit,owner,2,A173,1,A191,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",0
CC < 0 euros,A32,Education,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,Not real estate,No external credit,Not owner,1,A173,1,A191,"[0.0, 25.0)","[0.0, 15.0)","[0.0, 4000.0)",1
No account,A34,New car,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,1,Property,No external credit,owner,2,A172,2,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A34,Used car,< 500 euros,for at least 4 years,3,Male single/married/widowed,Without guarantor,4,No property,No external credit,Not owner,3,A174,2,A192,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",0
No account,A34,Interior,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,4,Property,No external credit,owner,3,A173,1,A192,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC [0-200 euros],A34,Interior,< 500 euros,for at least 4 years,4,Male single/married/widowed,Without guarantor,3,Not real estate,No external credit,owner,1,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
CC < 0 euros,A32,Business,< 500 euros,between 1 and 4 years,2,Male single/married/widowed,Without guarantor,2,Non-property,External credits,owner,1,A172,1,A191,"[0.0, 25.0)","[15.0, 36.0)","[4000.0, inf)",0
No account,A32,Used car,> 500 euros,for at least 4 years,3,Male single/married/widowed,Without guarantor,2,Not real estate,No external credit,owner,1,A173,1,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A34,Video-HIFI,No savings,between 1 and 4 years,1,Male single/married/widowed,Without guarantor,2,Property,No external credit,owner,2,A173,2,A191,"[25.0, inf)","[0.0, 15.0)","[0.0, 4000.0)",0
No account,A32,Video-HIFI,No savings,for at least 4 years,2,Female divorced/separated/married,Without guarantor,4,Property,No external credit,owner,1,A172,1,A192,"[25.0, inf)","[36.0, inf)","[0.0, 4000.0)",0
CC < 0 euros,A30,Business,< 500 euros,Unemployed or < 1 year,2,Male single/married/widowed,Without guarantor,4,Not real estate,External credits,owner,2,A173,1,A192,"[25.0, inf)","[15.0, 36.0)","[4000.0, inf)",1
